Recipient,Supplier,Year of order, ,Number ordered, ,Weapon designation,Weapon description,Number delivered, ,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
Australia,United Kingdom,1973,?,5,?,Cymbeline,artillery locating radar,5,?,1974,New,,2.38,11.9,11.9
Australia,United Kingdom,1964,,1,,Daring,destroyer,1,,1964,Second hand,Second-hand; on loan until bought 1972,56,56,56
Australia,United Kingdom,1946,,3,,Daring,destroyer,3,,1957; 1958; 1959,New,Australian designation Voyager; 1 more cancelled 1954,140,420,420
Australia,United Kingdom,2011,,1,,Enforcer,AALS,1,,2011,Second hand,Second-hand; GBP65 m ($106 m) deal; Australian designation Choules,40,40,40
Australia,United Kingdom,1955,?,265,?,Ferret,APV,265,?,1956; 1957,New,,0.12,31.8,31.8
Australia,United Kingdom,1977,,15,,Fremantle,patrol craft,15,,1980; 1981; 1982; 1983; 1984,New,AUD140 m deal; incl 14 produced in Australia; plan for 5 more cancelled,12.3,184.5,184.5
Australia,United Kingdom,1953,,36,,Gannet,ASW aircraft,36,?,1955; 1956; 1957; 1958,New,Gannet AS-1 version; incl for use on aircraft carrier,6.5,234,234
Australia,United Kingdom,1966,,3,,Ham,minesweeper,3,?,1966; 1967,Second hand,Second-hand,2.4,7.2,7.2
Australia,United Kingdom,1997,,33,,Hawk-100,trainer/combat aircraft,33,?,2000; 2001,New,$494 m deal; Hawk-127 unarmed trainer version; incl 21 assembled in Australia,10,330,330
Australia,United Kingdom,1965,,8,,HS-748,transport aircraft,8,,1968; 1969,New,For training; HS-748-228 version,8.5,68,68
Australia,United Kingdom,1971,?,2,,HS-748,transport aircraft,2,,1973,New,For training; HS-748-268 version,8.5,17,17
Australia,United Kingdom,2018,,9,?,Hunter,frigate,0,,,New,'SEA-5000' or 'Future Frigate' programme; produced under licence in Australia; delivery planned 2031-2044,0,0,0
Australia,United Kingdom,1982,?,111,,L-118 105mm,towed gun,111,?,1987; 1988; 1989; 1990; 1991; 1992,New,$112 m 'Hamel' programme; incl 105 assembled/produced in Australia,0.6,66.6,66.6
Australia,United Kingdom,1950,,6,,AS-Mk-10 Limbo,ASW mortar,6,,1954; 1955; 1957,New,For modification of 3 Quilliam (Quadrant) destroyers to Type-15 frigates,5,30,30
Australia,United Kingdom,1945,?,29,?,Lincoln,bomber aircraft,29,,1950; 1951; 1952; 1953,New,Lincoln B-30 version,4.9,142.1,142.1
Australia,United Kingdom,1950,?,99,,Meteor,fighter aircraft,99,?,1950; 1951,New,For use in Korean War; Meteor F-8 version; incl 6 Meteor T-7 trainer version,3,297,297
Australia,United Kingdom,1949,,1,,Mod. Majestic,aircraft carrier,1,,1955,New,AUP8.3 m deal; originally ordered for UK in WW-2; but cancelled and completed for Australia; Australian designation Melbourne,400,400,400
Australia,United Kingdom,1999,,61,,MSTAR,ground surv radar,61,?,2002; 2003; 2004; 2005,New,$32 m 'Project NINOX'; 55 assembled in Australia; Australian designation AMSTAR,0.5,30.5,30.5
Australia,United Kingdom,1971,,2,,Oberon,submarine,2,,1977; 1978,New,Australian designation Oxley,75,150,150
Australia,United Kingdom,1963,,4,,Oberon,submarine,4,,1967; 1968; 1969,New,AUP20 m deal; Australian designation Oxley,75,300,300
Australia,United Kingdom,1952,?,3,,Prince,light transport aircraft,3,,1952,New,,0.75,2.25,2.25
Australia,United Kingdom,1975,,20,,Rapier,SAM system,20,?,1978; 1979; 1980; 1981,New,$44 deal m (offsets 30%),7,140,140
Australia,United Kingdom,2001,,20,,Rapier,SAM system,20,?,2002,Second hand but modernized,Second-hand; $8 m 'Project Land-140'; modernized to Rapier B-1M before delivery,4.62,92.4,92.4
Australia,United Kingdom,1975,,570,?,Rapier-1,SAM,570,?,1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989,New,,0.1,57,57
Australia,United Kingdom,1963,?,2,,River,frigate,2,,1969,New,,110,220,220
Australia,United Kingdom,1957,?,4,,Rothesay,frigate,4,,1962; 1963; 1964,New,Australian designation River,110,440,440
Australia,United Kingdom,1977,,1,,Round Table,landing ship,1,,1981,New,AUD59 m deal; Australian designation Tobruk,50,50,50
Australia,United Kingdom,1958,?,18,?,Saladin,armoured car,18,?,1960,New,,0.7,12.6,12.6
Australia,United Kingdom,1958,?,20,?,Saracen,APC,20,?,1959; 1960,New,,0.2,4,4
Australia,United Kingdom,1962,,2,,Scout,light helicopter,2,,1963,New,,0.8,1.6,1.6
Australia,United Kingdom,1949,?,24,?,Sea Fury,fighter aircraft,24,?,1950,New,Sea Fury version; for use on aircraft carriers,2,48,48
Australia,United Kingdom,1972,,10,,Sea King HAS-1,ASW helicopter,10,?,1974; 1975,New,Sea King Mk-50 version; for use on aircraft carrier,10,100,100
Australia,United Kingdom,1980,,2,,Sea King HAS-5,ASW helicopter,2,,1983,New,Sea King Mk-50A version,15,30,30
Australia,United Kingdom,1996,,1,,Sea King HAS-5,ASW helicopter,1,,1996,Second hand,ASW equipment probably removed before transfer,6,6,6
Australia,United Kingdom,1963,?,50,?,Seacat,SAM,50,?,1964; 1965; 1966; 1967,New,For River (Yarra) frigates,0.04,2,2
Australia,United Kingdom,1969,?,25,?,Seacat,SAM,25,?,1970; 1971,New,For River (Yarra) frigates,0.04,1,1
Australia,United Kingdom,2022,?,6,,Unidentified sonar,SONAR,0,,,New,For modernization of 6 Collins submarines,0,0,0
Australia,United Kingdom,1950,,2,,Squid,ASW mortar,2,,1953,New,For modification of 1 Quilliam (Quadrant) destroyer to Type-15 frigate,1.5,3,3
Australia,United Kingdom,2023,?,3,?,SSN-AUKUS,nuclear submarine,0,,,New,Part of 'AUKUS' agreement; delivery planned from late-2030s; incl 2 produced under licence in Australia; selected 2023 but not ordered by end-2023,0,0,0
Australia,United Kingdom,1951,?,2,?,Sycamore,light helicopter,2,?,1954,New,,0.5,1,1
Australia,United Kingdom,1953,?,1,,Tide,replenishment ship,1,,1962,Second hand,Australian designation Supply Class; built for Australia; but after completion in 1955 on loan to UK till 1962,50,50,50
Australia,United Kingdom,1961,,6,,Ton,minesweeper,6,,1962,Second hand but modernized,Second-hand but modernized before delivery,7.59,45.54,45.54
Australia,United Kingdom,2010,?,35,,UFH/M-777 155mm,towed gun,35,,2012,New,'Land-17' programme; ordered via USA from US production line; M-777A2 version,1,35,35
Australia,United Kingdom,2012,,19,,UFH/M-777 155mm,towed gun,19,?,2014; 2015,New,$70 m deal; ordered via USA from US production line; M-777A2 version,1,19,19
Australia,United Kingdom,1948,?,70,,Vampire FB-5,fighter aircraft,70,?,1950; 1951; 1952; 1953,New,Incl 57 Vampire F-30 and 23 Vampire FB-31 version,3.2,224,224
Australia,United Kingdom,1951,,40,,Vampire T-55,trainer aircraft,40,,1952; 1954,New,Incl 35 Vampire T-33 and 5 Vampire T-35 version,2.25,90,90
Australia,United Kingdom,1954,?,70,,Vampire T-55,trainer aircraft,70,?,1956; 1957; 1958; 1959; 1960,New,Incl 1 Vampire T-34A and 69 Vampire T-35A version,2.25,157.5,157.5
Australia,United Kingdom,1951,,39,?,Venom NF-2,fighter aircraft,39,?,1955; 1956,New,Sea Venom FAW-53 version; incl for use on aircraft-carrier,3.75,146.25,146.25
Australia,United Kingdom,1965,,97,?,Viper,turbojet,97,?,1968; 1969; 1970; 1971; 1972,New,For 97 MB-326H from Italy; probably from Italian production line,0.4,38.8,38.8
Australia,United Kingdom,1961,,27,,Wessex HAS-1,ASW helicopter,27,?,1962; 1963,New,GBP7 m deal; Wessex HAS-31 version,7.5,202.5,202.5
Australia,United States,1966,,10,,A-4E Skyhawk,FGA aircraft,10,,1967; 1968,New,Part of  AUD46 m deal; A-4G version; incl 2 TA-4G; for use on aircraft carrier,9,90,90
Australia,United States,1971,,10,,A-4E Skyhawk,FGA aircraft,10,,1971,New,A-4G version; incl 2 TA-4G; for use on aircraft carrier,9,90,90
Australia,United States,1962,,2,,Adams,destroyer,2,,1965,New,AUD80 m deal,275,550,550
Australia,United States,1963,,1,,Adams,destroyer,1,,1967,New,AUD50 m deal,275,275,275
Australia,United States,2006,,500,?,AGM-114 Hellfire-2,anti-tank missile/ASM,500,?,2006; 2007; 2008; 2009,New,AUD31 m ($25 m) deal; for AS-665 helicopters,0.05,25,25
Australia,United States,2013,?,600,?,AGM-114 Hellfire-2,anti-tank missile/ASM,600,?,2014; 2015; 2016,New,For MH-60R helicopters; for anti-ship role,0.05,30,30
Australia,United States,2021,,800,?,AGM-114 Hellfire-2,anti-tank missile/ASM,150,?,2022; 2023,New,For helicopters,0.05,40,7.5
Australia,United States,2007,?,50,?,AGM-154 JSOW,guided glide bomb,50,?,2009; 2010; 2011; 2012; 2014; 2015; 2016,New,AGM-154C and AGM-154C-1 versions,0.4,20,20
Australia,United States,2006,?,260,?,AGM-158A JASSM,ASM,260,?,2009; 2010; 2011; 2012; 2013,New,AUD350-450 m ($270-350 m) 'Project Air-5418'; for F/A-18 combat aircraft,0.64,166.4,166.4
Australia,United States,2022,?,80,?,AGM-158B-2 JASSM,ASM,0,,,New,For F/A-18F and probably F-35A combat aircraft,0,0,0
Australia,United States,2021,,200,?,AGM-158C LRASM,anti-ship missile,0,,,New,For F/A-18F combat aircraft,0,0,0
Australia,United States,2015,,16,?,AGM-88E AARGM,anti-radar missile,16,?,2016; 2017,New,,0.6,9.6,9.6
Australia,United States,2018,,10,?,AGM-88E AARGM,anti-radar missile,10,?,2020; 2022,New,,0.6,6,6
Australia,United States,2022,?,15,,AGM-88E AARGM,anti-radar missile,0,,,New,,0.6,9,0
Australia,United States,2023,?,63,?,AGM-88E AARGM,anti-radar missile,0,,,New,AUD431 m deal; AARGM-ER version,0.6,37.8,0
Australia,United States,2022,,29,,AH-64E Apache,combat helicopter,0,,,New,'Land-4503 ARC' programme; delivery planned from 2025,15,435,0
Australia,United States,2000,?,250,?,AIM-120B AMRAAM,BVRAAM,250,?,2001; 2002; 2003; 2004; 2005; 2006,New,'Project Air-5400'; for F/A-18A combat aircraft,0.4,100,100
Australia,United States,2013,?,110,,AIM-120C AMRAAM,BVRAAM,110,?,2015; 2016,New,$202 m deal; AIM-120C-7 version,0.6,66,66
Australia,United States,2019,?,108,?,AIM-120C AMRAAM,BVRAAM,54,?,2023,New,For NASAMS-2 SAM systems; AIM-120C-7 version,0.6,64.8,32.4
Australia,United States,2018,?,450,?,AIM-120D AMRAAM,BVRAAM,225,?,2019; 2020; 2021; 2022; 2023,New,For F-35A combat aircraft,0.8,360,180
Australia,United States,1969,?,144,,AIM-7C Sparrow,SRAAM,144,,1970,New,For F-4E combat aircraft leased from USA,0.1,14.4,14.4
Australia,United States,1984,,300,?,AIM-7M Sparrow,BVRAAM,300,?,1988; 1989,New,$20 m deal; for F/A-18 combat aircraft,0.18,54,54
Australia,United States,1991,?,32,?,AIM-7P Sparrow,BVRAAM,32,?,1996; 1997; 1998; 1999,New,For MEKO-200 (Anzac) frigates; RIM-7P Sea Sparrow (SAM) version,0.2,6.4,6.4
Australia,United States,1959,?,600,?,AIM-9B Sidewinder,SRAAM,600,?,1960; 1961,New,For F-86F (CA-27) combat aircraft,0.04,24,24
Australia,United States,1963,?,200,?,AIM-9B Sidewinder,SRAAM,200,?,1964,New,For Mirage-3O combat aircraft,0.04,8,8
Australia,United States,1983,?,450,?,AIM-9L Sidewinder,SRAAM,450,?,1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990,New,For F/A-18 combat aircraft,0.11,49.5,49.5
Australia,United States,2008,,47,,AIM-9X Sidewinder,BVRAAM,47,?,2009; 2010,New,,0.18,8.46,8.46
Australia,United States,2014,?,169,,AIM-9X Sidewinder,BVRAAM,169,?,2019; 2020; 2021; 2022,New,For F-35A combat aircraft,0.18,30.42,30.42
Australia,United States,2023,?,,,AIM-9X Sidewinder,BVRAAM,0,,,New,,0.18,0,0
Australia,United States,2005,?,12,?,aircraft engine,aircraft engine,12,?,2006; 2007; 2008,New,'Air-9000 Phase-5A' programme; Lycoming T-55-L-712 (3750hp) turboshaft for modernization of 6 Australian CH-47 helicopters,1.1,13.2,13.2
Australia,United States,2012,,20,?,aircraft engine,aircraft engine,20,?,2015; 2016; 2017; 2018,New,Allison AE-2100D3 (5000hp) turboprop for 10 C-27J transport aircraft from Italy,1.5,30,30
Australia,United States,2023,?,24,?,aircraft engine,aircraft engine,0,,,New,Rolls-Royce AE-2100D (4590hp) turboprop engine; spare engines for C-130J transport aircraft,1.5,36,0
Australia,United States,2000,,71,,APG-73,combat aircraft radar,71,?,2002; 2003,New,AUD250 m deal; for modernization of 71 F/A-18 FGA aircraft,2,142,142
Australia,United States,2022,,16,,APG-78 Longbow,combat heli radar,0,,,New,For AH-64E combat helicopters,3,48,0
Australia,United States,2016,,500,?,WGU-59 APKWS,ASM,500,?,2018,New,For Tiger combat helicopter,0.01,5,5
Australia,United States,2023,,10,?,ATACMS Block-1A,SSM,0,,,New,For use with HIMARS multiple rocket launchers,2,20,0
Australia,United States,2007,?,24,?,ASQ-228 ATFLIR,aircraft EO system,24,?,2010; 2011,New,For F/A-18E combat aircraft,1.1,26.4,26.4
Australia,United States,1988,,2,,Boeing-707,transport aircraft,2,,1988,Second hand but modernized,Second-hand but modernized before delivery; $18 m dea,29.37,58.74,58.74
Australia,United States,2000,,4,,Boeing-737 AEW&C,AEW&C aircraft,4,,2009; 2010,New,Part of AUD3.8 b ($2.5-3.5 b) 'Wedgetail' programme or 'Project Air-5077 Phase-3' (incl production of components and assembly of 2 in Australia); Australian designation A-30,250,1000,1000
Australia,United States,2004,,2,,Boeing-737 AEW&C,AEW&C aircraft,2,,2011; 2012,New,AUD326 m ($224 m) deal (part of AUD3.8 b ($2.5-3.5 b) 'Wedgetail' programme or 'Project Air-5077 Phase-3'; incl production of components and assembly in Australia); Australian designation A-30,250,500,500
Australia,United States,1971,,56,,Bell-206/OH-58,light helicopter,56,?,1971; 1972; 1973; 1974; 1975; 1976; 1977,New,Bell-206B-1 version; 44 assembled/produced in Australia,0.7,39.2,39.2
Australia,United States,2011,,3,,Bell-429 GlobalRanger,light helicopter,3,,2012,New,AUD26 m ($24 m) 4-year lease; for training,2.7,8.1,8.1
Australia,United States,2015,?,1,,Bell-429 GlobalRanger,light helicopter,1,,2016,New,For training,2.7,2.7,2.7
Australia,United States,1958,?,11,,Bell-47/OH-13,light helicopter,11,?,1959; 1960; 1961,New,,0.24,2.64,2.64
Australia,United States,1959,?,65,,Bell-47/OH-13,light helicopter,54,?,1960; 1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969,New,,0.24,15.6,12.96
Australia,United States,2023,?,220,?,BGM-109 Tomahawk,SSM,0,,,New,AUD1.3 b deal; incl 20 Tomahawk Block-4 and 200 Tomahawk Block-5 versions; for Hobart destroyers,0.7,154,0
Australia,United States,1957,?,12,,C-130B Hercules,transport aircraft,12,,1958; 1959,New,C-130A version,23,276,276
Australia,United States,1964,?,12,,C-130E Hercules,transport aircraft,12,,1966,New,,24,288,288
Australia,United States,1976,,12,,C-130H Hercules,transport aircraft,12,,1978,New,Deal worth $115 m,28,336,336
Australia,United States,1995,,12,,C-130J Hercules,transport aircraft,12,,1999; 2000,New,$466-670 m'Project Air-5216'; C-130J-30 version; option on 12 more not used,40,480,480
Australia,United States,2023,?,20,,C-130J Hercules,transport aircraft,0,,,New,AUD9.8b ($6.6 b) 'Project Air-7404 Phase-1' deal; C-130J-30 version; delivery planned from 2027,40,800,0
Australia,United States,2006,,4,,C-17A Globemaster-3,heavy transport aircraft,4,,2006; 2007; 2008,New,AUD1.9 b ($1.5 b) deal (offsets AUD345 m),140,560,560
Australia,United States,2011,,1,,C-17A Globemaster-3,heavy transport aircraft,1,,2011,New,$300 m deal,140,140,140
Australia,United States,2012,,1,,C-17A Globemaster-3,heavy transport aircraft,1,,2012,New,,140,140,140
Australia,United States,2015,,2,,C-17A Globemaster-3,heavy transport aircraft,2,,2015,New,AUD700 m ($544 m) deal,140,280,280
Australia,United States,1965,?,10,,Cessna-180 Skywagon,light aircraft,10,?,1966,New,,0.18,1.8,1.8
Australia,United States,1958,?,9,,Cessna-180 Skywagon,light aircraft,9,,1959,New,,0.18,1.62,1.62
Australia,United States,2004,?,10,,CF6,turbofan,10,,2011; 2012,New,For 5 A-330 MRTT tanker/transport aircraft from France,6,60,60
Australia,United States,1972,,12,,CH-47C Chinook,transport helicopter,12,,1974,New,,15,180,180
Australia,United States,1998,,2,,CH-47D Chinook,transport helicopter,2,,2001,New,$45 m deal,18,36,36
Australia,United States,2011,,2,,CH-47D Chinook,transport helicopter,2,,2012,Second hand,Second-hand,7.2,14.4,14.4
Australia,United States,2012,,7,,CH-47F Chinook,transport helicopter,7,,2015,New,AUD514 m ($470 m) 'Project Air-9000 Phase-5C',20,140,140
Australia,United States,2016,,3,,CH-47F Chinook,transport helicopter,3,,2016,New,$180 m deal,20,60,60
Australia,United States,2021,,4,,CH-47F Chinook,transport helicopter,4,,2021; 2022,New,AUD595 m ($410 m) deal,20,80,80
Australia,United States,1988,?,100,?,M-712 Copperhead,guided shell,100,?,1989,New,,0.03,3,3
Australia,United States,1954,?,2,,CV-440,transport aircraft,2,,1955,New,For VIP transport,5,10,10
Australia,United States,2013,,12,,EA-18G Growler,FGA/EW aircraft,12,?,2015; 2016; 2017,New,$1.5 b 'Project-5349 Phase-3' programme,60,720,720
Australia,United States,2022,?,1,,EA-18G Growler,FGA/EW aircraft,1,,2023,Second hand,Probably second-hand,24,24,24
Australia,United States,2002,,400,?,ESSM,SAM,400,?,2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017,New,For MEKO-200 (Anzac) and modernized Perry (Adelaide) frigates; incl production of components in Australia (as part of NATO Sea Sparrow Consortium),0.4,160,160
Australia,United States,2007,?,100,?,ESSM,SAM,100,?,2017; 2018,New,For Hobart destroyers; incl production of components in Australia (as part of NATO Sea Sparrow Consortium),0.4,40,40
Australia,United States,2018,?,,,ESSM Block-2,SAM,50,?,2022; 2023,New,Incl production of components in Australia (as part of NATO Sea Sparrow Consortium),0.5,0,25
Australia,United States,2008,,250,,M-982 Excalibur,guided shell,250,?,2009,New,$40 m deal,0.04,10,10
Australia,United States,1980,,4,,F-111C,bomber aircraft,4,,1983,Second hand but modernized,Second-hand F-111A modernized for $15 m to F-111C before delivery; $42 m deal,33,132,132
Australia,United States,1963,,24,,F-111C,bomber aircraft,24,,1973; 1974,New,AUD112 m deal; delivery delayed until 1973 due to technical problems with aircraft,50,1200,1200
Australia,United States,1981,,75,,F/A-18A Hornet,FGA aircraft,75,,1985; 1986; 1987; 1988; 1989; 1990,New,$2.8 b deal; 73 assembled from kits in Australia; incl 18 F/A-18B version,30,2250,2250
Australia,United States,2007,,24,,F/A-18E Super Hornet,FGA aircraft,24,,2010; 2011,New,AUD6 b ($4.8 b) deal; interim solution to cover gap between F-111 retirement and delivery of F-35; F/A-18F version,50,1200,1200
Australia,United States,2009,?,72,,F-35A Lightning-2,FGA aircraft,63,,2014; 2018; 2019; 2020; 2021; 2022; 2023,New,AUD16.5 b ($13.5 b) 'Project Air-6000' (incl production of components in Australia); delivery planned 2014-2024,55,3960,3465
Australia,United States,2008,,8,?,F414,turbofan,8,?,2010; 2011,New,Spares for F/A-18E combat aircraft,2.5,20,20
Australia,United States,2014,,3,,F414,turbofan,3,?,2016,New,Spares for F/A-18E combat aircraft,2.5,7.5,7.5
Australia,United States,1970,,24,,F-4E Phantom-2,FGA aircraft,24,?,1970; 1971,Second hand,Second-hand; on lease until delivery of F-111 combat aircraft in 1973,10,240,240
Australia,United States,1951,,111,,F-86 Sabre,fighter aircraft,111,?,1956; 1957; 1958; 1959; 1960; 1961,New,Version modified in Australia with UK engine; Australian designation CA-27 Sabre; incl 21 Mk-31; 21 Mk-31 and 69 Mk-32 version,2.5,277.5,277.5
Australia,United States,1993,,15,,FB-111A,bomber aircraft,15,,1993; 1994,Second hand,Second-hand; $146 m deal (incl $53 m for aircraft and $65 m for spares; support and minor modifications); F-111G version,20,300,300
Australia,United States,2015,,2,,G-550 SIGINT,SIGINT aircraft,0,,,New,Part of $1.6 b 'Project Air-555'; Australian designation MC-55A Peregrine,0,0,0
Australia,United States,2019,?,2,,G-550 SIGINT,SIGINT aircraft,0,,,New,Part of $1.6 b 'Project Air-555'; Australian designation MC-55A Peregrine,0,0,0
Australia,United States,1982,,100,?,GBU-15,guided bomb,100,?,1984,New,For F-111C combat aircraft,0.02,2,2
Australia,United States,2016,?,2950,?,GBU-39 SDB,guided glide bomb,1850,?,2019; 2020; 2021; 2022; 2023,New,For F-35A combat aircraft,0.02,59,37
Australia,United States,2018,?,3900,?,GBU-53/B StormBreaker,guided glide bomb,0,,,New,For F-35A combat aircraft,0,0,0
Australia,United States,2022,,2040,?,GMLRS,guided rocket,0,,,New,For use with HIMARS multiple rocket launchers; probably incl production of components in Australia,0.08,163.2,0
Australia,United States,1976,,100,?,Harpoon Block-1,anti-ship missile,100,?,1981; 1982; 1983; 1984; 1985,New,Incl RGM-84 version for Perry (Adelaide) frigates and AGM-84A version for P-3C ASW/MP aircraft,0.9,90,90
Australia,United States,1982,,100,?,Harpoon Block-1,anti-ship missile,100,?,1984; 1985; 1986,New,Incl AGM-84A version for P-3C ASW aircraft and F-111 and F/A-18 combat aircraft and UGM-84 version for Oberon submarines,0.9,90,90
Australia,United States,1987,,28,,Harpoon Block-1,anti-ship missile,28,?,1992; 1993,New,,0.9,25.2,25.2
Australia,United States,1995,,12,,Harpoon Block-1,anti-ship missile,12,?,2000; 2001,New,$38 m deal,0.9,10.8,10.8
Australia,United States,1988,,1,,Harpoon Block-1,anti-ship missile,1,,1989,New,,0.9,0.9,0.9
Australia,United States,2002,,64,,Harpoon Block-2,anti-ship missile/SSM,64,?,2006; 2008; 2010; 2014,New,AUD170 m ($96 m) 'Project Sea-1348'; RGM-84L Harpoon Block-2 version; for MEKO-200 (Anzac) frigates,1,64,64
Australia,United States,2017,?,25,?,Harpoon Block-2,anti-ship missile/SSM,25,?,2018; 2019; 2020; 2021; 2022,New,,1,25,25
Australia,United States,2022,,42,,M-142 HIMARS,self-propelled MRL,0,,,New,Delivery planned from 2026,1.1,46.2,0
Australia,United States,2003,,676,?,FGM-148 Javelin,anti-tank missile,676,?,2005; 2006; 2007,New,AUD180 m ($100-110 m) 'Project Land-40-1'; delivery 2005-2007,0.03,20.28,20.28
Australia,United States,2001,,10,?,FGM-148 Javelin,anti-tank missile,10,?,2001,New,For use by Australian forces in Afghanistan,0.03,0.3,0.3
Australia,United States,2020,?,200,,FGM-148 Javelin,anti-tank missile,200,?,2022,New,FGM-148E version,0.03,6,6
Australia,United States,2023,?,255,?,FGM-148 Javelin,anti-tank missile,0,,,New,FGM-148F version; possibly selected 2023 but not yet ordered by end-2023,0.03,7.65,0
Australia,United States,2005,,100,?,JDAM,guided bomb,100,?,2007; 2008,New,'AIR-5409' programme,0.02,2,2
Australia,United States,1998,?,1,,King Air,light transport aircraft,1,,1999,New,king Air-350 version; for testing of ground surveillance systems,2.85,2.85,2.85
Australia,United States,2002,,7,,King Air,light transport aircraft,7,?,2003; 2004,New,$170 m 10-year lease (bought and owned by Australian company); King Air-350 version; for training,2.85,19.95,19.95
Australia,United States,2009,?,5,,King Air,light transport aircraft,5,,2010,New,King Air-300 version; bought by and leased from Australian company,2.85,14.25,14.25
Australia,United States,2005,,3,,King Air,light transport aircraft,3,,2005; 2006,New,10-year lease (bought and owned by Australian company); King Air-350 version; incl for surveillance,2.85,8.55,8.55
Australia,United States,1998,,81,?,LAV-25 turret,IFV turret,81,?,2003; 2004; 2005,New,For 81 Piranha/LAV-25 IFV from Canada,0.6,48.6,48.6
Australia,United States,1989,?,8,,LM-2500,gas turbine,8,,1996; 1998; 2001; 2002; 2003; 2004; 2005; 2006,New,For 8 MEKO-200 (Anzac) frigates from FRG,7,56,56
Australia,United States,2008,,2,,LM-2500,gas turbine,2,,2014; 2015,New,For 2 BPE (Canberra) AALS from Spain,7,14,14
Australia,United States,2007,?,6,,LM-2500,gas turbine,6,,2017; 2018; 2020,New,For 3 Hobart destroyers from Spain,7,42,42
Australia,United States,1959,?,254,?,M-101A1 105mm,towed gun,254,?,1960; 1961,Second hand,Probably second-hand,0.18,45.72,45.72
Australia,United States,2021,?,17,,M-1074 JABS,armoured bridgelayer,0,,,New,Part of AUD3.5 b ($2.5 b) deal; delivery planned from 2024,1.25,21.25,0
Australia,United States,1963,,714,?,M-113,APC,714,?,1964; 1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979,New,M-113A1 version; incl M-577A1 command post; M-125A1 81mm mortar carrier; ARV and other versions,0.25,178.5,178.5
Australia,United States,2021,?,29,,M-1150 ABV,AEV,0,,,New,Part of AUD3.5 b ($2.5 b) deal; delivery planned from 2024,2.5,72.5,0
Australia,United States,2013,?,4002,?,M-1156 PGK,guided shell,4002,?,2016; 2017; 2018,New,,0.03,120.06,120.06
Australia,United States,1980,,36,,M-198 155mm,towed gun,36,?,1983; 1984,New,,0.85,30.6,30.6
Australia,United States,2004,,59,,M-1A1 Abrams,tank,59,,2006; 2007,New,Second-hand M-1A1 rebuilt to M-1A1AIM(D) version; art of AUD530-550 m ($420-475 m) 'Project Land-907',4,236,236
Australia,United States,2021,?,75,,M-1A2 SEPv-3 Abrams,tank,0,,,New,Part of AUD3.5 b ($2.5 b) deal (incl 52 armoured support vehicles); delivery planned from 2024,0,0,0
Australia,United States,2004,,7,,M-88A2 HERCULES,ARV,7,,2006; 2007,New,Part of AUD530-550 m ($420-475 m) 'Project Land-907',2,14,14
Australia,United States,2015,,6,,M-88A2 HERCULES,ARV,6,,2016,New,,2,12,12
Australia,United States,2021,?,6,,M-88A2 HERCULES,ARV,0,,,New,Part of AUD3.5 b ($2.5 b) deal; delivery planned from 2024,2,12,0
Australia,United States,2011,,24,,MH-60R Seahawk,ASW helicopter,24,,2013; 2014; 2015; 2016,New,AUD2.6 b ($2.5 b) 'Project Air-9000 Phase-8' ($1.5 b offsets),18.5,444,444
Australia,United States,2022,,12,,MH-60R Seahawk,ASW helicopter,0,,,New,Delivery planned 2025-2026,16.5,198,0
Australia,United States,2006,,3,,Mk-41 VLS,naval SAM system,3,,2017; 2018; 2020,New,For 3 Hobart destroyers from Spain,20,60,60
Australia,United States,2002,?,4,,Mk-41 VLS,naval SAM system,4,,2006; 2007; 2008,New,For modernisation of 4 Perry (Adelaide) frigated,20,80,80
Australia,United States,2020,,9,,Mk-41 VLS,naval SAM system,0,,,New,For 9 Hunter frigates from UK,20,180,0
Australia,United States,1974,?,6,,Mk-42-9 127mm,naval gun,6,?,1975; 1978; 1979,New,Mk-42 Mod-10 version; for modernization of 3 Adams (Perth) destroyers,4.75,28.5,28.5
Australia,United States,1964,?,200,?,Mk-44,ASW torpedo,200,?,1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972,New,Incl for Ikara ASW missile produced in Australia,0.15,30,30
Australia,United States,1989,?,8,,Mk-45 127mm,naval gun,8,,1996; 1998; 2001; 2002; 2003; 2004; 2005; 2006,New,For 8 MEKO-200 (Anzac) frigates from FRG; Mk-45 Mod-2 version,5.25,42,42
Australia,United States,2010,?,3,,Mk-45-4 127mm,naval gun,3,,2017; 2018; 2020,New,For 3 Hobart destroyers from Spain,7.5,22.5,22.5
Australia,United States,2023,,9,,Mk-45-4 127mm,naval gun,0,,,New,For 9 Hunter frigates from UK,7.5,67.5,0
Australia,United States,1974,?,200,?,Mk-46,ASW torpedo,200,?,1975; 1976; 1977; 1978,New,Incl for P-3 ASW/MP aircraft and surface combat ships,0.25,50,50
